 IPMSB_GD_R102        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Test Fixture Nails    1983/3064 Selected Drills           16-Oct-2010 11:01
                       2054 Nails, 2213 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$216       2.118     6.711   2  C2   (B)  #1818 CK_100M_USB3#    V VIA .
$217       2.198     6.723   1  C2   (B)  #302  USB3_PE1_RXP4    V VIA .
$218       2.259     6.629   1  C2   (B)  #304  USB3_PE1_RXN4    V VIA .
$219       2.290     6.709   2  C2   (B)  #308  USB3_PE1_TXN4    V VIA .
$220       2.262     6.834   1  C2   (B)  #1941 CK_100M_LAN#     V VIA .
$221       1.740     7.141   2  B2   (B)  #1885 PE1_RXP3         V PIN IJ32.18
$222       1.661     7.102   2  B2   (B)  #1881 PE1_RXN3         V PIN IJ32.19
$223       1.661     7.259   2  B2   (B)  #1944 CK_100M_PE3      V PIN IJ32.15
$224       1.740     7.220   2  B2   (B)  #1943 CK_100M_PE3#     V PIN IJ32.16
$225       2.223     8.054   1  B2   (B)  #336  1394_PE1_RXN5    V VIA .
$226       1.950     9.251   1  A2   (B)  #1011 USBN10           V VIA .
$227       2.157     9.344   1  A2   (B)  #1079 USBN11           V VIA .
$228       2.280     9.310   1  A2   (B)  #1078 USBP11           V VIA .
$229       2.297     9.117   1  A2   (B)  #1010 USBP10           V VIA .
$230       2.461     8.062   1  B2   (B)  #1111 SDVO_CTRL_CLK    V VIA .
$231       2.642     8.057   1  B3   (B)  #396  DDPC_CTRL_CLK    V VIA .
$232       3.473     7.929   2  B3   (B)  #216  HDMI_TMDSD_DATA0 V VIA .
$233       3.535     7.896   2  B3   (B)  #218  HDMI_TMDSD_DATA0# V VIA .
$234       3.529     7.826   2  B3   (B)  #210  HDMI_TMDSD_DATA2# V VIA .
$235       3.583     7.763   1  B3   (B)  #222  HDMI_TMDSD_CLK#  V VIA .
$236       3.340     7.220   2  B3   (B)  #1334 CK_100M_PE16#    V PIN IJ41.16
$237       3.261     7.259   2  B3   (B)  #1333 CK_100M_PE16     V PIN IJ41.15
$238       2.549     6.848   1  C3   (B)  #174  DDPC_AUXPCH_DP   V VIA .
$239       2.861     5.246   1  D3   (B)  #182  DP_DDSPC_DATA2   V VIA .
$240       2.825     5.164   2  D3   (B)  #184  DP_DDSPC_DATA2#  V VIA .
$241       2.545     5.041   1  D3   (B)  #172  DP_DDSPC_DATA0#  V VIA .
$242       2.737     4.429   2  E3   (B)  #277  1394_PE1_TXP5    V VIA .
$243       2.805     4.397   2  E3   (B)  #275  1394_PE1_TXN5    V VIA .
$244       2.909     4.226   2  E3   (B)  #262  PE1_TXP2         V VIA .
$245       2.843     4.194   2  E3   (B)  #264  PE1_TXN2         V VIA .
$246       2.714     4.170   2  E3   (B)  #310  PCI_PE1_TXP1     V VIA .
$247       2.688     4.068   2  E3   (B)  #148  PCI_PE1_RXP1     V VIA .
$248       2.598     4.064   1  E3   (B)  #150  PCI_PE1_RXN1     V VIA .
$249       2.642     3.918   1  E3   (B)  #688  CLKIN_DMI_P      V VIA .
$250       2.558     3.928   2  E3   (B)  #1931 CK_100M_DMI#     V VIA .
$251       2.528     3.855   2  E3   (B)  #687  CLKIN_DMI_N      V VIA .
$252       2.474     3.896   2  E2   (B)  #312  PCI_PE1_TXN1     V VIA .
$253       2.418     3.598   1  E2   (B)  #1878 DMI_RXN3         V VIA .
$254       2.849     3.808   1  E3   (B)  #1874 DMI_RXN2         V VIA .
$255       3.036     3.893   1  E3   (B)  #1875 DMI_RXP2         V VIA .
$256       3.136     3.865   1  E3   (B)  #1879 DMI_RXP3         V VIA .
$257       3.199     3.558   2  E3   (B)  #1952 FDI_LSYNC_0      V VIA .
$258       3.119     3.529   1  E3   (B)  #1949 FDI_FSYNC_0      V VIA .
$259       2.747     3.286   1  F3   (B)  #1953 FDI_LSYNC_1      V VIA .
$260       2.630     3.175   2  F3   (B)  #1934 TP_CLKOUT_DP_CLKOUT_BCLK1 V PIN ST41.1
